employee_id,age,gender,education,department,job_role,resume_text,skills,job_description,required_skills,experience_years,monthly_income,performance_rating,job_satisfaction,environment_satisfaction,relationship_satisfaction,work_life_balance,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,overtime,business_travel,location,attrition
1415,34,Female,M.Tech,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in PyTorch, Python, TensorFlow, AWS with 0 years of experience.","PyTorch, Python, TensorFlow, AWS","We are hiring a Machine Learning Engineer with experience in Python, Deep Learning, PyTorch. Candidate should have strong problem-solving skills.","Python, Deep Learning, PyTorch",0,296746,2,1,5,3,5,5,1,0,0,No,No Travel,Hyderabad,No
1416,37,Female,MCA,IT,Backend Developer,"Experienced Backend Developer skilled in MongoDB, Docker, Flask, REST API with 7 years of experience.","MongoDB, Docker, Flask, REST API","We are hiring a Backend Developer with experience in Docker, Python, Flask. Candidate should have strong problem-solving skills.","Docker, Python, Flask",7,986972,4,1,5,5,3,3,2,2,2,No,Rarely,Pune,No
1417,21,Male,BCA,IT,Data Scientist,"Experienced Data Scientist skilled in Machine Learning, TensorFlow, Pandas, Python with 1 years of experience.","Machine Learning, TensorFlow, Pandas, Python","We are hiring a Data Scientist with experience in SQL, NumPy, TensorFlow. Candidate should have strong problem-solving skills.","SQL, NumPy, TensorFlow",1,414865,3,5,2,4,4,3,2,2,1,No,No Travel,Delhi,No
1418,35,Male,M.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in MongoDB, REST API, NodeJS, ExpressJS with 6 years of experience.","MongoDB, REST API, NodeJS, ExpressJS","We are hiring a Full Stack Developer with experience in React, NodeJS, MongoDB. Candidate should have strong problem-solving skills.","React, NodeJS, MongoDB",6,931774,3,2,4,1,1,3,0,0,0,No,Frequently,Hyderabad,No
1419,39,Male,MCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Azure, Terraform, Linux, Docker with 10 years of experience.","Azure, Terraform, Linux, Docker","We are hiring a Cloud Engineer with experience in Linux, AWS, Terraform. Candidate should have strong problem-solving skills.","Linux, AWS, Terraform",10,1188560,2,2,2,3,2,4,9,3,9,No,Rarely,Delhi,Yes
1420,40,Female,M.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in Django, REST API, MongoDB, Flask with 11 years of experience.","Django, REST API, MongoDB, Flask","We are hiring a Backend Developer with experience in Docker, MongoDB, Django. Candidate should have strong problem-solving skills.","Docker, MongoDB, Django",11,1328088,1,4,2,4,2,4,12,7,12,No,No Travel,Pune,No
1421,45,Female,B.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in React, Bootstrap, HTML, JavaScript with 10 years of experience.","React, Bootstrap, HTML, JavaScript","We are hiring a Frontend Developer with experience in HTML, JavaScript, Angular. Candidate should have strong problem-solving skills.","HTML, JavaScript, Angular",10,1298299,5,2,1,4,4,10,10,5,10,No,Rarely,Hyderabad,No
1422,27,Female,MCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, CI/CD, AWS, Kubernetes with 4 years of experience.","Linux, CI/CD, AWS, Kubernetes","We are hiring a DevOps Engineer with experience in AWS, Docker, CI/CD. Candidate should have strong problem-solving skills.","AWS, Docker, CI/CD",4,690985,2,2,4,5,5,5,1,0,1,Yes,No Travel,Pune,Yes
1423,31,Male,BCA,IT,Software Engineer,"Experienced Software Engineer skilled in Git, Java, Python, SQL with 7 years of experience.","Git, Java, Python, SQL","We are hiring a Software Engineer with experience in Git, C++, Python. Candidate should have strong problem-solving skills.","Git, C++, Python",7,975976,2,3,1,5,3,8,5,4,1,No,Rarely,Bangalore,No
1424,33,Male,B.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in REST API, Docker, MongoDB, Flask with 6 years of experience.","REST API, Docker, MongoDB, Flask","We are hiring a Backend Developer with experience in Flask, Python, Django. Candidate should have strong problem-solving skills.","Flask, Python, Django",6,843174,2,3,3,2,2,4,6,4,2,No,Rarely,Delhi,No
1425,29,Female,BCA,IT,Software Engineer,"Experienced Software Engineer skilled in Java, SQL, Python, Git with 3 years of experience.","Java, SQL, Python, Git","We are hiring a Software Engineer with experience in Git, Python, C++. Candidate should have strong problem-solving skills.","Git, Python, C++",3,592779,3,4,3,4,5,0,2,2,0,No,Frequently,Hyderabad,Yes
1426,22,Female,M.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in Bootstrap, HTML, React, Angular with 2 years of experience.","Bootstrap, HTML, React, Angular","We are hiring a Frontend Developer with experience in Bootstrap, Angular, HTML. Candidate should have strong problem-solving skills.","Bootstrap, Angular, HTML",2,538082,1,3,2,5,1,5,2,2,1,No,Rarely,Pune,No
1427,21,Male,MCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in PyTorch, AWS, Deep Learning, Python with 8 years of experience.","PyTorch, AWS, Deep Learning, Python","We are hiring a Machine Learning Engineer with experience in Deep Learning, PyTorch, TensorFlow. Candidate should have strong problem-solving skills.","Deep Learning, PyTorch, TensorFlow",8,1106824,4,1,2,5,1,5,0,0,0,No,Rarely,Ahmedabad,No
1428,32,Female,B.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in NumPy, TensorFlow, Machine Learning, Python with 8 years of experience.","NumPy, TensorFlow, Machine Learning, Python","We are hiring a Data Scientist with experience in TensorFlow, NumPy, Python. Candidate should have strong problem-solving skills.","TensorFlow, NumPy, Python",8,1039863,3,5,4,1,1,9,9,9,1,No,Rarely,Delhi,Yes
1429,45,Female,B.Sc,IT,Frontend Developer,"Experienced Frontend Developer skilled in Bootstrap, Angular, CSS, JavaScript with 6 years of experience.","Bootstrap, Angular, CSS, JavaScript","We are hiring a Frontend Developer with experience in Angular, CSS, Bootstrap. Candidate should have strong problem-solving skills.","Angular, CSS, Bootstrap",6,929995,4,1,4,4,5,7,0,0,1,Yes,Rarely,Mumbai,No
1430,36,Male,M.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in Angular, React, HTML, Bootstrap with 9 years of experience.","Angular, React, HTML, Bootstrap","We are hiring a Frontend Developer with experience in Bootstrap, HTML, CSS. Candidate should have strong problem-solving skills.","Bootstrap, HTML, CSS",9,1124758,2,2,2,3,1,2,2,0,2,No,Frequently,Mumbai,No
1431,33,Female,MCA,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in REST API, MongoDB, NodeJS, React with 11 years of experience.","REST API, MongoDB, NodeJS, React","We are hiring a Full Stack Developer with experience in React, NodeJS, REST API. Candidate should have strong problem-solving skills.","React, NodeJS, REST API",11,1382079,3,5,4,4,1,1,11,2,6,Yes,Rarely,Mumbai,No
1432,22,Male,B.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in ExpressJS, React, REST API, MongoDB with 1 years of experience.","ExpressJS, React, REST API, MongoDB","We are hiring a Full Stack Developer with experience in NodeJS, REST API, React. Candidate should have strong problem-solving skills.","NodeJS, REST API, React",1,493120,4,1,5,1,1,10,2,0,2,Yes,Frequently,Pune,Yes
1433,24,Female,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in SQL, C++, Java, Git with 12 years of experience.","SQL, C++, Java, Git","We are hiring a Software Engineer with experience in SQL, Git, Python. Candidate should have strong problem-solving skills.","SQL, Git, Python",12,1373822,2,1,3,5,3,8,10,8,9,No,No Travel,Ahmedabad,No
1434,38,Male,B.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in AWS, Docker, Kubernetes, Linux with 1 years of experience.","AWS, Docker, Kubernetes, Linux","We are hiring a DevOps Engineer with experience in AWS, Linux, Docker. Candidate should have strong problem-solving skills.","AWS, Linux, Docker",1,403183,2,1,4,1,2,6,1,0,0,Yes,No Travel,Delhi,Yes
1435,35,Female,MCA,IT,Software Engineer,"Experienced Software Engineer skilled in Java, Python, SQL, Git with 4 years of experience.","Java, Python, SQL, Git","We are hiring a Software Engineer with experience in Git, C++, Python. Candidate should have strong problem-solving skills.","Git, C++, Python",4,750732,5,3,3,5,3,0,3,0,2,No,Frequently,Mumbai,No
1436,41,Female,M.Sc,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Terraform, Azure, Docker, Linux with 9 years of experience.","Terraform, Azure, Docker, Linux","We are hiring a Cloud Engineer with experience in Docker, Terraform, Azure. Candidate should have strong problem-solving skills.","Docker, Terraform, Azure",9,1161235,1,4,2,5,3,1,4,1,4,No,Frequently,Bangalore,No
1437,36,Female,MCA,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in NodeJS, MongoDB, REST API, ExpressJS with 12 years of experience.","NodeJS, MongoDB, REST API, ExpressJS","We are hiring a Full Stack Developer with experience in REST API, ExpressJS, React. Candidate should have strong problem-solving skills.","REST API, ExpressJS, React",12,1469929,5,1,3,2,5,1,6,6,2,Yes,No Travel,Hyderabad,No
1438,30,Male,M.Sc,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Terraform, Docker, Linux, AWS with 2 years of experience.","Terraform, Docker, Linux, AWS","We are hiring a Cloud Engineer with experience in Linux, AWS, Terraform. Candidate should have strong problem-solving skills.","Linux, AWS, Terraform",2,584261,4,2,4,4,5,1,3,3,1,Yes,Frequently,Mumbai,Yes
1439,29,Male,MCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Linux, AWS, Terraform, Azure with 5 years of experience.","Linux, AWS, Terraform, Azure","We are hiring a Cloud Engineer with experience in Azure, Docker, AWS. Candidate should have strong problem-solving skills.","Azure, Docker, AWS",5,757037,2,4,3,1,4,1,2,1,0,Yes,Rarely,Pune,No
1440,44,Male,BCA,IT,Data Scientist,"Experienced Data Scientist skilled in NumPy, Machine Learning, Python, SQL with 8 years of experience.","NumPy, Machine Learning, Python, SQL","We are hiring a Data Scientist with experience in Pandas, Python, NumPy. Candidate should have strong problem-solving skills.","Pandas, Python, NumPy",8,1052414,5,5,5,4,3,7,2,0,1,Yes,Frequently,Bangalore,No
1441,25,Female,B.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in CSS, HTML, JavaScript, Bootstrap with 6 years of experience.","CSS, HTML, JavaScript, Bootstrap","We are hiring a Frontend Developer with experience in HTML, Angular, Bootstrap. Candidate should have strong problem-solving skills.","HTML, Angular, Bootstrap",6,929087,3,5,2,3,5,3,2,0,2,Yes,Frequently,Hyderabad,No
1442,24,Male,B.Tech,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Python, TensorFlow, Deep Learning, AWS with 4 years of experience.","Python, TensorFlow, Deep Learning, AWS","We are hiring a Machine Learning Engineer with experience in TensorFlow, Python, Deep Learning. Candidate should have strong problem-solving skills.","TensorFlow, Python, Deep Learning",4,762560,5,4,2,3,5,10,5,3,3,Yes,Frequently,Delhi,No
1443,37,Female,B.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in Pandas, Python, TensorFlow, Machine Learning with 9 years of experience.","Pandas, Python, TensorFlow, Machine Learning","We are hiring a Data Scientist with experience in Machine Learning, NumPy, TensorFlow. Candidate should have strong problem-solving skills.","Machine Learning, NumPy, TensorFlow",9,1175728,5,1,1,1,5,10,9,6,2,Yes,Rarely,Hyderabad,No
1444,26,Male,BCA,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in MongoDB, ExpressJS, NodeJS, REST API with 12 years of experience.","MongoDB, ExpressJS, NodeJS, REST API","We are hiring a Full Stack Developer with experience in MongoDB, REST API, ExpressJS. Candidate should have strong problem-solving skills.","MongoDB, REST API, ExpressJS",12,1379542,2,4,3,5,2,3,11,7,10,Yes,No Travel,Pune,No
1445,21,Female,M.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in TensorFlow, Python, Deep Learning, PyTorch with 8 years of experience.","TensorFlow, Python, Deep Learning, PyTorch","We are hiring a Machine Learning Engineer with experience in AWS, Deep Learning, Python. Candidate should have strong problem-solving skills.","AWS, Deep Learning, Python",8,1075199,5,2,1,3,5,3,4,2,2,Yes,Frequently,Mumbai,No
1446,27,Female,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Git, SQL, C++, Java with 8 years of experience.","Git, SQL, C++, Java","We are hiring a Software Engineer with experience in C++, Java, Python. Candidate should have strong problem-solving skills.","C++, Java, Python",8,1106949,5,5,3,3,4,1,2,0,2,No,No Travel,Pune,No
1447,32,Male,M.Tech,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Python, TensorFlow, Deep Learning, AWS with 6 years of experience.","Python, TensorFlow, Deep Learning, AWS","We are hiring a Machine Learning Engineer with experience in Python, TensorFlow, PyTorch. Candidate should have strong problem-solving skills.","Python, TensorFlow, PyTorch",6,806995,1,1,3,1,4,4,3,0,0,No,No Travel,Delhi,Yes
1448,40,Female,BCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Docker, Terraform, Linux, Azure with 4 years of experience.","Docker, Terraform, Linux, Azure","We are hiring a Cloud Engineer with experience in Docker, Linux, AWS. Candidate should have strong problem-solving skills.","Docker, Linux, AWS",4,669764,2,2,5,5,1,1,0,1,0,No,No Travel,Mumbai,No
1449,36,Female,M.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in Python, Docker, REST API, Django with 3 years of experience.","Python, Docker, REST API, Django","We are hiring a Backend Developer with experience in Docker, Python, REST API. Candidate should have strong problem-solving skills.","Docker, Python, REST API",3,658970,3,2,3,5,3,5,4,2,4,No,Rarely,Hyderabad,Yes
1450,26,Male,BCA,IT,Data Scientist,"Experienced Data Scientist skilled in Python, NumPy, Pandas, Machine Learning with 9 years of experience.","Python, NumPy, Pandas, Machine Learning","We are hiring a Data Scientist with experience in Python, Pandas, SQL. Candidate should have strong problem-solving skills.","Python, Pandas, SQL",9,1117611,2,4,2,5,4,7,4,4,0,Yes,No Travel,Pune,No
1451,21,Male,MCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in CI/CD, Docker, Kubernetes, Linux with 4 years of experience.","CI/CD, Docker, Kubernetes, Linux","We are hiring a DevOps Engineer with experience in AWS, Docker, Kubernetes. Candidate should have strong problem-solving skills.","AWS, Docker, Kubernetes",4,701813,2,1,5,2,3,8,3,2,3,No,Frequently,Mumbai,Yes
1452,34,Male,MCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Docker, Linux, AWS, Terraform with 10 years of experience.","Docker, Linux, AWS, Terraform","We are hiring a Cloud Engineer with experience in AWS, Azure, Docker. Candidate should have strong problem-solving skills.","AWS, Azure, Docker",10,1226653,4,2,5,2,2,2,10,10,8,Yes,Frequently,Delhi,Yes
1453,33,Male,M.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, Kubernetes, CI/CD, AWS with 11 years of experience.","Linux, Kubernetes, CI/CD, AWS","We are hiring a DevOps Engineer with experience in Linux, CI/CD, AWS. Candidate should have strong problem-solving skills.","Linux, CI/CD, AWS",11,1336771,5,2,1,3,2,10,9,6,9,No,Frequently,Delhi,No
1454,24,Male,M.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in NodeJS, React, ExpressJS, MongoDB with 4 years of experience.","NodeJS, React, ExpressJS, MongoDB","We are hiring a Full Stack Developer with experience in NodeJS, MongoDB, React. Candidate should have strong problem-solving skills.","NodeJS, MongoDB, React",4,701069,3,2,5,3,3,1,4,2,3,Yes,Frequently,Hyderabad,No
1455,29,Male,B.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Deep Learning, Python, PyTorch, AWS with 4 years of experience.","Deep Learning, Python, PyTorch, AWS","We are hiring a Machine Learning Engineer with experience in AWS, TensorFlow, Deep Learning. Candidate should have strong problem-solving skills.","AWS, TensorFlow, Deep Learning",4,685824,2,4,5,1,3,6,5,2,4,Yes,Rarely,Delhi,No
1456,39,Male,MCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Deep Learning, PyTorch, Python, TensorFlow with 12 years of experience.","Deep Learning, PyTorch, Python, TensorFlow","We are hiring a Machine Learning Engineer with experience in Deep Learning, AWS, PyTorch. Candidate should have strong problem-solving skills.","Deep Learning, AWS, PyTorch",12,1428113,2,4,5,4,3,7,6,3,3,Yes,Frequently,Delhi,Yes
1457,40,Male,BCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in AWS, Azure, Linux, Terraform with 7 years of experience.","AWS, Azure, Linux, Terraform","We are hiring a Cloud Engineer with experience in Azure, Terraform, AWS. Candidate should have strong problem-solving skills.","Azure, Terraform, AWS",7,1011669,5,1,3,2,5,8,8,4,2,Yes,No Travel,Mumbai,Yes
1458,40,Male,B.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in AWS, Docker, Terraform, Linux with 1 years of experience.","AWS, Docker, Terraform, Linux","We are hiring a Cloud Engineer with experience in Linux, Docker, Azure. Candidate should have strong problem-solving skills.","Linux, Docker, Azure",1,379042,1,2,1,3,5,8,0,1,1,No,Rarely,Pune,No
1459,35,Male,MCA,IT,Backend Developer,"Experienced Backend Developer skilled in Python, Docker, MongoDB, REST API with 12 years of experience.","Python, Docker, MongoDB, REST API","We are hiring a Backend Developer with experience in REST API, Docker, MongoDB. Candidate should have strong problem-solving skills.","REST API, Docker, MongoDB",12,1424993,3,4,1,3,5,5,7,3,0,Yes,Frequently,Mumbai,Yes
1460,26,Female,M.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in Python, SQL, Machine Learning, TensorFlow with 0 years of experience.","Python, SQL, Machine Learning, TensorFlow","We are hiring a Data Scientist with experience in SQL, TensorFlow, Machine Learning. Candidate should have strong problem-solving skills.","SQL, TensorFlow, Machine Learning",0,346704,2,4,4,3,2,10,0,0,1,Yes,Frequently,Delhi,Yes
1461,41,Male,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Java, Python, C++, Git with 9 years of experience.","Java, Python, C++, Git","We are hiring a Software Engineer with experience in Git, SQL, Java. Candidate should have strong problem-solving skills.","Git, SQL, Java",9,1171078,2,4,1,1,4,10,5,2,5,Yes,No Travel,Mumbai,No
1462,27,Male,B.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in REST API, MongoDB, Django, Flask with 8 years of experience.","REST API, MongoDB, Django, Flask","We are hiring a Backend Developer with experience in MongoDB, REST API, Django. Candidate should have strong problem-solving skills.","MongoDB, REST API, Django",8,1090451,5,5,1,1,4,10,9,7,3,No,Frequently,Pune,Yes
1463,41,Female,M.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, Docker, CI/CD, Kubernetes with 3 years of experience.","Linux, Docker, CI/CD, Kubernetes","We are hiring a DevOps Engineer with experience in Linux, AWS, CI/CD. Candidate should have strong problem-solving skills.","Linux, AWS, CI/CD",3,665959,4,4,4,3,4,4,2,2,1,No,Frequently,Hyderabad,Yes
1464,31,Male,BCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in JavaScript, Bootstrap, CSS, React with 7 years of experience.","JavaScript, Bootstrap, CSS, React","We are hiring a Frontend Developer with experience in Angular, JavaScript, React. Candidate should have strong problem-solving skills.","Angular, JavaScript, React",7,1003710,3,1,3,1,2,3,7,7,2,No,No Travel,Delhi,No
1465,44,Male,BCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in AWS, Docker, Linux, Kubernetes with 12 years of experience.","AWS, Docker, Linux, Kubernetes","We are hiring a DevOps Engineer with experience in Linux, Kubernetes, Docker. Candidate should have strong problem-solving skills.","Linux, Kubernetes, Docker",12,1470603,3,5,4,5,1,5,3,1,1,Yes,Rarely,Mumbai,No
1466,31,Male,B.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Docker, AWS, Terraform, Azure with 12 years of experience.","Docker, AWS, Terraform, Azure","We are hiring a Cloud Engineer with experience in Azure, Docker, AWS. Candidate should have strong problem-solving skills.","Azure, Docker, AWS",12,1440636,4,2,2,1,4,1,5,0,5,No,Rarely,Hyderabad,No
1467,27,Male,M.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in Machine Learning, NumPy, Pandas, SQL with 7 years of experience.","Machine Learning, NumPy, Pandas, SQL","We are hiring a Data Scientist with experience in Machine Learning, Python, Pandas. Candidate should have strong problem-solving skills.","Machine Learning, Python, Pandas",7,1045656,5,4,2,3,2,7,4,3,2,No,Frequently,Bangalore,Yes
1468,40,Female,B.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Python, Java, C++, Git with 12 years of experience.","Python, Java, C++, Git","We are hiring a Software Engineer with experience in SQL, Java, Python. Candidate should have strong problem-solving skills.","SQL, Java, Python",12,1410887,5,3,1,1,1,2,10,7,6,Yes,Rarely,Mumbai,Yes
1469,43,Female,B.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in CI/CD, AWS, Linux, Kubernetes with 7 years of experience.","CI/CD, AWS, Linux, Kubernetes","We are hiring a DevOps Engineer with experience in Linux, AWS, Kubernetes. Candidate should have strong problem-solving skills.","Linux, AWS, Kubernetes",7,968175,4,2,2,2,5,6,1,1,1,Yes,No Travel,Delhi,No
1470,40,Male,B.Tech,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in TensorFlow, Python, PyTorch, Deep Learning with 6 years of experience.","TensorFlow, Python, PyTorch, Deep Learning","We are hiring a Machine Learning Engineer with experience in Python, AWS, Deep Learning. Candidate should have strong problem-solving skills.","Python, AWS, Deep Learning",6,827924,2,4,4,5,1,5,6,6,3,No,Rarely,Hyderabad,Yes
1471,31,Male,M.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in AWS, Azure, Docker, Terraform with 2 years of experience.","AWS, Azure, Docker, Terraform","We are hiring a Cloud Engineer with experience in Terraform, Linux, AWS. Candidate should have strong problem-solving skills.","Terraform, Linux, AWS",2,555303,4,4,3,5,3,10,0,0,0,No,Frequently,Delhi,Yes
1472,37,Female,MCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in HTML, React, JavaScript, Bootstrap with 0 years of experience.","HTML, React, JavaScript, Bootstrap","We are hiring a Frontend Developer with experience in HTML, CSS, JavaScript. Candidate should have strong problem-solving skills.","HTML, CSS, JavaScript",0,362146,3,1,1,4,4,8,1,1,1,Yes,Frequently,Bangalore,No
1473,44,Male,BCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Docker, Terraform, Linux, AWS with 4 years of experience.","Docker, Terraform, Linux, AWS","We are hiring a Cloud Engineer with experience in Linux, Docker, AWS. Candidate should have strong problem-solving skills.","Linux, Docker, AWS",4,744203,5,2,2,5,4,9,0,0,0,Yes,Frequently,Mumbai,No
1474,31,Male,B.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in REST API, MongoDB, NodeJS, ExpressJS with 0 years of experience.","REST API, MongoDB, NodeJS, ExpressJS","We are hiring a Full Stack Developer with experience in ExpressJS, React, MongoDB. Candidate should have strong problem-solving skills.","ExpressJS, React, MongoDB",0,407094,5,5,5,2,3,3,0,0,1,Yes,Frequently,Delhi,No
1475,21,Male,B.Tech,IT,Backend Developer,"Experienced Backend Developer skilled in Python, Django, Flask, Docker with 10 years of experience.","Python, Django, Flask, Docker","We are hiring a Backend Developer with experience in MongoDB, Django, REST API. Candidate should have strong problem-solving skills.","MongoDB, Django, REST API",10,1212228,2,5,5,4,5,3,3,0,1,No,Rarely,Mumbai,No
1476,42,Male,MCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in JavaScript, Bootstrap, HTML, React with 10 years of experience.","JavaScript, Bootstrap, HTML, React","We are hiring a Frontend Developer with experience in CSS, Bootstrap, HTML. Candidate should have strong problem-solving skills.","CSS, Bootstrap, HTML",10,1182882,2,2,1,2,1,3,1,1,0,No,No Travel,Ahmedabad,No
1477,35,Male,B.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Terraform, Azure, AWS, Linux with 8 years of experience.","Terraform, Azure, AWS, Linux","We are hiring a Cloud Engineer with experience in Linux, Terraform, Docker. Candidate should have strong problem-solving skills.","Linux, Terraform, Docker",8,1052660,1,5,1,3,2,8,4,3,1,No,No Travel,Delhi,No
1478,37,Female,B.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in NumPy, TensorFlow, SQL, Python with 8 years of experience.","NumPy, TensorFlow, SQL, Python","We are hiring a Data Scientist with experience in SQL, NumPy, Python. Candidate should have strong problem-solving skills.","SQL, NumPy, Python",8,1050977,3,1,2,4,5,10,3,1,3,Yes,Rarely,Pune,No
1479,24,Female,BCA,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in ExpressJS, REST API, MongoDB, React with 5 years of experience.","ExpressJS, REST API, MongoDB, React","We are hiring a Full Stack Developer with experience in REST API, ExpressJS, NodeJS. Candidate should have strong problem-solving skills.","REST API, ExpressJS, NodeJS",5,809314,5,1,1,5,2,9,3,2,2,Yes,Rarely,Hyderabad,Yes
1480,40,Female,BCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in CI/CD, AWS, Linux, Docker with 11 years of experience.","CI/CD, AWS, Linux, Docker","We are hiring a DevOps Engineer with experience in Docker, Linux, Kubernetes. Candidate should have strong problem-solving skills.","Docker, Linux, Kubernetes",11,1286106,1,5,2,3,5,6,11,4,0,No,Frequently,Pune,No
1481,30,Male,B.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in TensorFlow, AWS, Deep Learning, Python with 0 years of experience.","TensorFlow, AWS, Deep Learning, Python","We are hiring a Machine Learning Engineer with experience in AWS, PyTorch, Deep Learning. Candidate should have strong problem-solving skills.","AWS, PyTorch, Deep Learning",0,315587,2,2,4,3,4,7,1,1,1,No,Rarely,Bangalore,No
1482,29,Male,B.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in C++, Python, Git, Java with 7 years of experience.","C++, Python, Git, Java","We are hiring a Software Engineer with experience in SQL, Git, C++. Candidate should have strong problem-solving skills.","SQL, Git, C++",7,977251,4,5,1,4,1,4,5,2,4,Yes,Frequently,Mumbai,No
1483,33,Female,MCA,IT,Data Scientist,"Experienced Data Scientist skilled in Pandas, SQL, NumPy, TensorFlow with 10 years of experience.","Pandas, SQL, NumPy, TensorFlow","We are hiring a Data Scientist with experience in NumPy, SQL, Python. Candidate should have strong problem-solving skills.","NumPy, SQL, Python",10,1221482,1,2,3,5,3,5,0,0,1,Yes,Rarely,Bangalore,Yes
1484,30,Female,M.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in Machine Learning, Pandas, TensorFlow, SQL with 5 years of experience.","Machine Learning, Pandas, TensorFlow, SQL","We are hiring a Data Scientist with experience in NumPy, TensorFlow, Pandas. Candidate should have strong problem-solving skills.","NumPy, TensorFlow, Pandas",5,759431,1,3,1,2,3,1,3,0,0,No,Frequently,Delhi,No
1485,22,Female,B.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in MongoDB, ExpressJS, React, REST API with 6 years of experience.","MongoDB, ExpressJS, React, REST API","We are hiring a Full Stack Developer with experience in React, ExpressJS, MongoDB. Candidate should have strong problem-solving skills.","React, ExpressJS, MongoDB",6,859521,2,2,4,4,3,8,0,1,0,No,Rarely,Ahmedabad,No
1486,37,Female,BCA,IT,Software Engineer,"Experienced Software Engineer skilled in Java, Python, C++, Git with 8 years of experience.","Java, Python, C++, Git","We are hiring a Software Engineer with experience in Java, Git, SQL. Candidate should have strong problem-solving skills.","Java, Git, SQL",8,1006058,2,1,4,5,5,3,6,4,3,Yes,No Travel,Hyderabad,No
1487,42,Male,B.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in Python, Docker, Django, Flask with 12 years of experience.","Python, Docker, Django, Flask","We are hiring a Backend Developer with experience in Python, Docker, Flask. Candidate should have strong problem-solving skills.","Python, Docker, Flask",12,1413201,2,5,1,1,1,3,2,0,0,No,No Travel,Bangalore,No
